insert into acnl_furniture values(1, 0, '? Block', 'unorderable', 'Fortune Cookie', 'orange', 'brown');
insert into acnl_furniture values(504, 0, 'Ice Vanity', 'unorderable', 'Snowmam', 'aqua', 'aqua');
insert into acnl_furniture values(505, 0, 'Ice-Cream Case', 'normal', 'Timmy&Tommy''s', 'beige', 'colorful');
insert into acnl_furniture values(506, 0, 'Incense Burner', 'normal', 'Timmy&Tommy''s', 'purple', 'black');
insert into acnl_furniture values(507, 0, 'Ionian Post', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(508, 0, 'Iron Frame', 'normal', 'Timmy&Tommy''s', 'red', 'red');
insert into acnl_furniture values(509, 0, 'Ironing Set', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(510, 0, 'IV Drip', 'normal', 'Timmy&Tommy''s', 'aqua', 'gray');
insert into acnl_furniture values(511, 0, 'Jackhammer', 'normal', 'Timmy&Tommy''s', 'red', 'gray');
insert into acnl_furniture values(512, 0, 'Jack-in-the-Box', 'unorderable', 'Halloween', 'green', 'colorful');
insert into acnl_furniture values(513, 0, 'Jasmine Bonsai', 'normal', 'Garden Corner', 'yellow', 'brown');
insert into acnl_furniture values(514, 0, 'Jellyfish Lamp', 'unorderable', 'Chip', 'aqua', 'aqua');
insert into acnl_furniture values(515, 0, 'Jingle Bed', 'normal', 'Limited (December 1 to 23)', 'green', 'red');
insert into acnl_furniture values(516, 0, 'Jingle Chair', 'normal', 'Limited December 1 to 23)', 'red', 'red');
insert into acnl_furniture values(517, 0, 'Jingle Clock', 'normal', 'Limited (December 1 to 23)', 'green', 'red');
insert into acnl_furniture values(518, 0, 'Jingle Dresser', 'normal', 'Limited (December 1 to 23)', 'green', 'red');
insert into acnl_furniture values(519, 0, 'Jingle Lamp', 'normal', 'Limited (December 1 to 23)', 'red', 'red');
insert into acnl_furniture values(520, 0, 'Jingle Piano', 'normal', 'Limited (December 1 to 23)', 'green', 'red');
insert into acnl_furniture values(521, 0, 'Jingle Shelves', 'normal', 'Limited (December 1 to 23)', 'green', 'red');
insert into acnl_furniture values(522, 0, 'Jingle Sofa', 'normal', 'Limited (December 1 to 23)', 'red', 'red');
insert into acnl_furniture values(523, 0, 'Jingle Table', 'normal', 'Limited (December 1 to 23)', 'green', 'red');
insert into acnl_furniture values(524, 0, 'Jingle TV', 'normal', 'Limited (December 1 to 23)', 'green', 'red');
insert into acnl_furniture values(525, 0, 'Jingle Wardrobe', 'normal', 'Limited (December 1 to 23)', 'green', 'red');
insert into acnl_furniture values(526, 0, 'Jolly Roger', 'unorderable', 'Pascal', 'white', 'black');
insert into acnl_furniture values(527, 0, 'Jomon Pottery', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(528, 0, 'Judge''s Bell', 'normal', 'Timmy&Tommy''s', 'yellow', 'brown');
insert into acnl_furniture values(529, 0, 'Juicy-Apple Clock', 'normal', 'Timmy&Tommy''s', 'red', 'beige');
insert into acnl_furniture values(530, 0, 'Juicy-Apple TV', 'normal', 'Timmy&Tommy''s', 'red', 'beige');
insert into acnl_furniture values(531, 0, 'Jukebox', 'normal', 'Timmy&Tommy''s', 'colorful', 'brown');
insert into acnl_furniture values(532, 0, 'Karaoke System', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(533, 0, 'Kart', 'unorderable', 'Fortune Cookie', 'red', 'black');
insert into acnl_furniture values(534, 0, 'Kayak', 'normal', 'Tent Camper', 'yellow', 'yellow');
insert into acnl_furniture values(535, 0, 'Keg', 'unorderable', 'Pascal', 'brown', 'brown');
insert into acnl_furniture values(536, 0, 'Kettle', 'normal', 'Timmy&Tommy''s', 'yellow', 'yellow');
insert into acnl_furniture values(537, 0, 'Kiddie Bed', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(538, 0, 'Kiddie Bookcase', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(539, 0, 'Kiddie Bureau', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(540, 0, 'Kiddie Chair', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(541, 0, 'Kiddie Clock', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(542, 0, 'Kiddie Couch', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(543, 0, 'Kiddie Dresser', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(544, 0, 'Kiddie Stereo', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(545, 0, 'Kiddie Table', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(546, 0, 'Kiddie Wall Clock', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(547, 0, 'Kiddie Wardrobe', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(548, 0, 'Kinderdijk Windmill', 'normal', 'Gulliver', 'green', 'white');
insert into acnl_furniture values(549, 0, 'King', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(550, 0, 'Kitchen Corner', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(551, 0, 'Kitchen Island', 'unorderable', 'Island', 'beige', 'beige');
insert into acnl_furniture values(552, 0, 'Kitchen Scale', 'normal', 'Timmy&Tommy''s', 'green', 'white');
insert into acnl_furniture values(553, 0, 'Kitchen Sink', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(554, 0, 'Kitschy Clock', 'normal', 'Timmy&Tommy''s', 'colorful', 'gray');
insert into acnl_furniture values(555, 0, 'Kiwi Stool', 'normal', 'Timmy&Tommy''s', 'green', 'brown');
insert into acnl_furniture values(556, 0, 'Knight', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(557, 0, 'Kokeshi Doll', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(558, 0, 'Kotatsu', 'normal', 'Timmy&Tommy''s', 'blue', 'brown');
insert into acnl_furniture values(559, 0, 'Lab Bench', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(560, 0, 'Lab Chair', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(561, 0, 'Lady Palm', 'normal', 'Garden Corner', 'green', 'brown');
insert into acnl_furniture values(562, 0, 'Ladybug Chair', 'unorderable', 'Nat', 'red', 'black');
insert into acnl_furniture values(563, 0, 'Lantern', 'normal', 'Isabelle/Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(564, 0, 'Laptop', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(565, 0, 'Large Alpine Table', 'normal', 'Timmy&Tommy''s', 'brown', 'gray');
insert into acnl_furniture values(566, 0, 'Large Bookshelf', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(567, 0, 'Large Magazine Rack', 'normal', 'Timmy&Tommy''s', 'colorful', 'brown');
insert into acnl_furniture values(568, 0, 'Large Space Console', 'normal', 'Spotlight/Wishy', 'aqua', 'gray');
insert into acnl_furniture values(569, 0, 'Lat Pulldown Machine', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(570, 0, 'Lava Lamp', 'normal', 'Timmy&Tommy''s', 'aqua', 'aqua');
insert into acnl_furniture values(571, 0, 'Lawn Chair', 'normal', 'Timmy&Tommy''s', 'aqua', 'gray');
insert into acnl_furniture values(572, 0, 'Lawn Mower', 'unorderable', 'Timmy&Tommy''s', 'red', 'red');
insert into acnl_furniture values(573, 0, 'Lazy-Susan Table', 'normal', 'Timmy&Tommy''s', 'red', 'red');
insert into acnl_furniture values(574, 0, 'LED Display', 'normal', 'Timmy&Tommy''s', 'yellow', 'none');
insert into acnl_furniture values(575, 0, 'Left Platform', 'normal', 'Timmy&Tommy''s', 'green', 'brown');
insert into acnl_furniture values(576, 0, 'Lefty Desk', 'normal', 'Timmy&Tommy''s', 'blue', 'brown');
insert into acnl_furniture values(577, 0, 'Lefty Lucky Cat', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(578, 0, 'Lemon Table', 'normal', 'Timmy&Tommy''s', 'yellow', 'green');
insert into acnl_furniture values(579, 0, 'Letter Set', 'unorderable', 'Savings', 'none', 'none');
insert into acnl_furniture values(580, 0, 'Life Preserver', 'unorderable', 'Island', 'aqua', 'white');
insert into acnl_furniture values(581, 0, 'Life Ring', 'unorderable', 'Island', 'red', 'white');
insert into acnl_furniture values(582, 0, 'Lift Chair', 'unorderable', 'Snowman', 'gray', 'gray');
insert into acnl_furniture values(583, 0, 'Lily Lamp', 'unorderable', 'Weeding Day/Leif', 'yellow', 'white');
insert into acnl_furniture values(584, 0, 'Lily Record Player', 'unorderable', 'Weeding Day/Leif', 'white', 'white');
insert into acnl_furniture values(585, 0, 'Lily-Pad Table', 'normal', 'Timmy&Tommy''s', 'green', 'green');
insert into acnl_furniture values(586, 0, 'Loom', 'normal', 'Timmy&Tommy''s', 'pink', 'brown');
insert into acnl_furniture values(587, 0, 'Lotus Lamp', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(588, 0, 'Love Tester', 'unorderable', 'Fireworks', 'red', 'white');
insert into acnl_furniture values(589, 0, 'Lovely Armoire', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(590, 0, 'Lovely Bed', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(591, 0, 'Lovely Chair', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(592, 0, 'Lovely Doll', 'normal', 'Timmy&Tommy''s', 'yellow', 'colorful');
insert into acnl_furniture values(593, 0, 'Lovely Dresser', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(594, 0, 'Lovely End Table', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(595, 0, 'Lovely Kitchen', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(596, 0, 'Lovely Lamp', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(597, 0, 'Lovely Love Seat', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(598, 0, 'Lovely Phone', 'unorderable', 'Fireworks', 'pink', 'pink');
insert into acnl_furniture values(599, 0, 'Lovely Table', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(600, 0, 'Lovely Vanity', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(601, 0, 'Lovely Wall Clock', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(602, 0, 'Low Screen', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(603, 0, 'Lucky Black Cat', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(604, 0, 'Lucky Cat', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(605, 0, 'Lucky Frog', 'normal', 'Timmy&Tommy''s', 'brown', 'white');
insert into acnl_furniture values(606, 0, 'Lucky Gold Cat', 'normal', 'Timmy&Tommy''s', 'yellow', 'yellow');
insert into acnl_furniture values(607, 0, 'Lunar Lander', 'normal', 'Timmy&Tommy''s', 'yellow', 'gray');
insert into acnl_furniture values(608, 0, 'Lunar Rover', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(609, 0, 'Lunch Tray', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(610, 0, 'Mahjong Table', 'normal', 'Timmy&Tommy''s', 'green', 'brown');
insert into acnl_furniture values(611, 0, 'Makeup Case', 'normal', 'Timmy&Tommy''s', 'pink', 'colorful');
insert into acnl_furniture values(612, 0, 'Mama Bear', 'normal', 'Timmy&Tommy''s', 'beige', 'beige');
insert into acnl_furniture values(613, 0, 'Mama Panda', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(614, 0, 'Mama Polar Bear', 'normal', 'Spotlight/Wishy', 'aqua', 'white');
insert into acnl_furniture values(615, 0, 'Manhole Cover', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(616, 0, 'Manneken Pis', 'normal', 'Gulliver', 'gray', 'gray');
insert into acnl_furniture values(617, 0, 'Maple Bonsai', 'normal', 'Garden Corner', 'red', 'brown');
insert into acnl_furniture values(618, 0, 'Marshmallow Chair', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(619, 0, 'Massage Chair', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(620, 0, 'Master Sword', 'unorderable', 'Fortune Cookie', 'blue', 'gray');
insert into acnl_furniture values(621, 0, 'Matryoshka', 'normal', 'Gulliver', 'colorful', 'colorful');
insert into acnl_furniture values(622, 0, 'Medicine Chest', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(623, 0, 'Men''s Toilet', 'normal', 'Timmy&Tommy''s', 'aqua', 'aqua');
insert into acnl_furniture values(624, 0, 'Merlion', 'normal', 'Gulliver', 'white', 'white');
insert into acnl_furniture values(625, 0, 'Mermaid Bed', 'unorderable', 'Island', 'aqua', 'pink');
insert into acnl_furniture values(626, 0, 'Mermaid Chair', 'unorderable', 'Island', 'aqua', 'pink');
insert into acnl_furniture values(627, 0, 'Mermaid Clock', 'unorderable', 'Island', 'aqua', 'pink');
insert into acnl_furniture values(628, 0, 'Mermaid Closet', 'unorderable', 'Island', 'aqua', 'pink');
insert into acnl_furniture values(629, 0, 'Mermaid Dresser', 'unorderable', 'Island', 'aqua', 'pink');
insert into acnl_furniture values(630, 0, 'Mermaid Lamp', 'unorderable', 'Island', 'aqua', 'pink');
insert into acnl_furniture values(631, 0, 'Mermaid Screen', 'unorderable', 'Island', 'aqua', 'pink');
insert into acnl_furniture values(632, 0, 'Mermaid Shelf', 'unorderable', 'Island', 'aqua', 'pink');
insert into acnl_furniture values(633, 0, 'Mermaid Sofa', 'unorderable', 'Island', 'aqua', 'pink');
insert into acnl_furniture values(634, 0, 'Mermaid Statue', 'normal', 'Gulliver', 'gray', 'gray');
insert into acnl_furniture values(635, 0, 'Mermaid Table', 'unorderable', 'Island', 'aqua', 'pink');
insert into acnl_furniture values(636, 0, 'Mermaid Vanity', 'unorderable', 'Island', 'aqua', 'pink');
insert into acnl_furniture values(637, 0, 'Merry-Go-Round', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(638, 0, 'Metal Guitar', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(639, 0, 'Metroid', 'unorderable', 'Fortune Cookie', 'blue', 'gray');
insert into acnl_furniture values(640, 0, 'Metronome', 'normal', 'Timmy&Tommy''s', 'red', 'red');
insert into acnl_furniture values(641, 0, 'Mic Stand', 'normal', 'Timmy&Tommy''s', 'gray', 'black');
insert into acnl_furniture values(642, 0, 'Microscope', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(643, 0, 'Microwave', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(644, 0, 'Milk Can', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(645, 0, 'Milk Case', 'normal', 'Timmy&Tommy''s', 'orange', 'colorful');
insert into acnl_furniture values(646, 0, 'Mini Butterfly Table', 'unorderable', 'Nat', 'blue', 'blue');
insert into acnl_furniture values(647, 0, 'Mini Cactus', 'normal', 'Garden Corner', 'green', 'brown');
insert into acnl_furniture values(648, 0, 'Mini Circuit', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(649, 0, 'Mini Dharma', 'normal', 'Timmy&Tommy''s', 'red', 'red');
insert into acnl_furniture values(650, 0, 'Mini Lamp', 'normal', 'Timmy&Tommy''s', 'beige', 'gray');
insert into acnl_furniture values(651, 0, 'Miniature Car', 'unorderable', 'Fireworks', 'red', 'red');
insert into acnl_furniture values(652, 0, 'Minimalist Bed', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(653, 0, 'Minimalist Chair', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(654, 0, 'Minimalist Clock', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(655, 0, 'Minimalist Dresser', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(656, 0, 'Minimalist Lamp', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(657, 0, 'Minimalist Minitable', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(658, 0, 'Minimalist Ottoman', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(659, 0, 'Minimalist Sofa', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(660, 0, 'Minimalist Table', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(661, 0, 'Minimalist Vanity', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(662, 0, 'Minimalist Wardrobe', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(663, 0, 'Mixer', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(664, 0, 'Moai Statue', 'normal', 'Gulliver', 'gray', 'gray');
insert into acnl_furniture values(665, 0, 'Mobile', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(666, 0, 'Mochi Pestle', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(667, 0, 'Modern Bed', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(668, 0, 'Modern Cabinet', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(669, 0, 'Modern Chair', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(670, 0, 'Modern Desk', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(671, 0, 'Modern Dresser', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(672, 0, 'Modern End Table', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(673, 0, 'Modern Lamp', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(674, 0, 'Modern Sofa', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(675, 0, 'Modern Table', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(676, 0, 'Modern Wall Clock', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(677, 0, 'Modern Wardrobe', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(678, 0, 'Modern Wood Bed', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(679, 0, 'Modern Wood Chair', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(680, 0, 'Modern Wood Chest', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(681, 0, 'Modern Wood Clock', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(682, 0, 'Modern Wood Closet', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(683, 0, 'Modern Wood Lamp', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(684, 0, 'Modern Wood Shelf', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(685, 0, 'Modern Wood Sofa', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(686, 0, 'Modern Wood Stool', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(687, 0, 'Modern Wood Table', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(688, 0, 'Modern Wood TV', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(689, 0, 'Moon', 'normal', 'Spotlight/Wishy', 'gray', 'gray');
insert into acnl_furniture values(690, 0, 'Mop', 'normal', 'Timmy&Tommy''s', 'brown', 'gray');
insert into acnl_furniture values(691, 0, 'Morning Glory', 'normal', 'Garden Corner', 'blue', 'brown');
insert into acnl_furniture values(692, 0, 'Moth Orchid', 'normal', 'Garden Corner', 'green', 'white');
insert into acnl_furniture values(693, 0, 'Mountain Bike', 'normal', 'Timmy&Tommy''s', 'yellow', 'green');
insert into acnl_furniture values(694, 0, 'Mountain Standee', 'normal', 'Timmy&Tommy''s', 'green', 'green');
insert into acnl_furniture values(695, 0, 'Mouth of Truth', 'normal', 'Gulliver', 'gray', 'gray');
insert into acnl_furniture values(696, 0, 'Mr. Flamingo', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(697, 0, 'Mrs. Flamingo', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(698, 0, 'Mugho Bonsai', 'normal', 'Garden Corner', 'green', 'black');
insert into acnl_furniture values(699, 0, 'Mummy''s Casket', 'normal', 'Gulliver', 'yellow', 'colorful');
insert into acnl_furniture values(700, 0, 'Museum Chair', 'normal', 'Museum Shop', 'white', 'white');
insert into acnl_furniture values(701, 0, 'Museum Model', 'normal', 'Museum Shop', 'none', 'none');
insert into acnl_furniture values(702, 0, 'Mush Bed', 'unorderable', 'Mushroom', 'red', 'red');
insert into acnl_furniture values(703, 0, 'Mush Chair', 'unorderable', 'Mushroom', 'aqua', 'white');
insert into acnl_furniture values(704, 0, 'Mush Closet', 'unorderable', 'Mushroom', 'brown', 'brown');
insert into acnl_furniture values(705, 0, 'Mush Dresser', 'unorderable', 'Mushroom', 'brown', 'brown');
insert into acnl_furniture values(706, 0, 'Mush End Table', 'unorderable', 'Mushroom', 'brown', 'white');
insert into acnl_furniture values(707, 0, 'Mush Hanger', 'unorderable', 'Mushroom', 'red', 'brown');
insert into acnl_furniture values(708, 0, 'Mush Lamp', 'unorderable', 'Mushroom', 'aqua', 'aqua');
insert into acnl_furniture values(709, 0, 'Mush Stool', 'unorderable', 'Mushroom', 'brown', 'brown');
insert into acnl_furniture values(710, 0, 'Mush Table', 'unorderable', 'Mushroom', 'red', 'white');
insert into acnl_furniture values(711, 0, 'Mush TV', 'unorderable', 'Mushroom', 'red', 'white');
insert into acnl_furniture values(712, 0, 'Mush Wall Lamp', 'unorderable', 'Mushroom', 'orange', 'brown');
insert into acnl_furniture values(713, 0, 'Music Stand', 'normal', 'Timmy&Tommy''s', 'brown', 'white');
insert into acnl_furniture values(714, 0, 'Neon Sign', 'normal', 'Timmy&Tommy''s', 'colorful', 'black');
insert into acnl_furniture values(715, 0, 'Neutral Corner', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(716, 0, 'New Year''s Noodles', 'unorderable', 'Countdown (JP)', 'red', 'black');
insert into acnl_furniture values(717, 0, 'Nine Lamp', 'normal', 'Spotlight/Wishy', 'white', 'white');
insert into acnl_furniture values(718, 0, 'Ninja Sword', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(719, 0, 'Nutcracker', 'normal', 'Gulliver', 'red', 'white');
insert into acnl_furniture values(720, 0, 'Octopus Chair', 'unorderable', 'Chip', 'red', 'red');
insert into acnl_furniture values(721, 0, 'Odd Clock', 'normal', 'Timmy&Tommy''s', 'yellow', 'yellow');
insert into acnl_furniture values(722, 0, 'Office Chair', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(723, 0, 'Office Desk', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(724, 0, 'Office Locker', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(725, 0, 'Ogre Mask', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(726, 0, 'Oil Barrel', 'normal', 'Timmy&Tommy''s', 'green', 'green');
insert into acnl_furniture values(727, 0, 'Oil Lamp', 'normal', 'Timmy&Tommy''s', 'red', 'aqua');
insert into acnl_furniture values(728, 0, 'Old Sewing Machine', 'normal', 'Timmy&Tommy''s', 'brown', 'gray');
insert into acnl_furniture values(729, 0, 'One Lamp', 'normal', 'Spotlight/Wishy', 'white', 'white');
insert into acnl_furniture values(730, 0, 'Orange Cone', 'normal', 'Timmy&Tommy''s', 'red', 'red');
insert into acnl_furniture values(731, 0, 'Outdoor Bath', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(732, 0, 'Oval Clock', 'normal', 'Timmy&Tommy''s', 'yellow', 'green');
insert into acnl_furniture values(733, 0, 'Owl Clock', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(734, 0, 'Pachira', 'normal', 'Garden Corner', 'green', 'brown');
insert into acnl_furniture values(735, 0, 'Pagoda', 'normal', 'Gulliver', 'red', 'gray');
insert into acnl_furniture values(736, 0, 'Painting Set', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(737, 0, 'Pansy Table', 'unorderable', 'Weeding Day/Leif', 'yellow', 'brown');
insert into acnl_furniture values(738, 0, 'Pantheon Post', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(739, 0, 'Papa Bear', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(740, 0, 'Papa Panda', 'normal', 'Timmy&Tommy''s', 'pink', 'purple');
insert into acnl_furniture values(741, 0, 'Paper Lantern', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(742, 0, 'Paper Tiger', 'normal', 'Timmy&Tommy''s', 'yellow', 'black');
insert into acnl_furniture values(743, 0, 'Paper Wall Lamp', 'normal', 'Timmy&Tommy''s', 'beige', 'beige');
insert into acnl_furniture values(744, 0, 'Partition Screen', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(745, 0, 'Patchwork Chair', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(746, 0, 'Patchwork Dresser', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(747, 0, 'Patchwork Lamp', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(748, 0, 'Patchwork Sofa', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(749, 0, 'Patchwork Table', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(750, 0, 'Paulownia Closet', 'normal', 'Timmy&Tommy''s', 'beige', 'beige');
insert into acnl_furniture values(751, 0, 'Pave Bed', 'unorderable', 'Festivale', 'blue', 'white');
insert into acnl_furniture values(752, 0, 'Pave Bookshelf', 'unorderable', 'Festivale', 'blue', 'white');
insert into acnl_furniture values(753, 0, 'Pave Bureau', 'unorderable', 'Festivale', 'blue', 'white');
insert into acnl_furniture values(754, 0, 'Pave Chair', 'unorderable', 'Festivale', 'blue', 'white');
